ID,Herausforderungsvorschlag,Rahmenbedingungen,Zielgruppe,Sektor,Eingereicht von,Bundesland,PLZ,Kontakt anfragen,,
100453,"Wie können wir möglichst viele Menschen erreichen, um in lokalen Bürgerdialogen ein neues Bild von Schule zu entwickeln - die junge Menschen befähigt und ermutigt, kompetent Lösungen für die Herausforderungen der Transformation in die Nachhaltigkeit und Digitalisierung zu finden?","Bildung ist der Schlüssel für Veränderung. Schulen sind die Orte, die Kinder und Jugendliche mit Mut und Zukunftskompetenzen ausstatten müssen, um sich gewappnet zu fühlen in der VUCA-Welt und befähigt, sich den komplexen Herausforderungen zu stellen. Lernen ist ein lebenslanger Prozess, und junge Menschen müssen aktiviert und beteiligt werden, statt sie weiter zu disziplinieren und zu belehren.
Für ein neues Bildungsverständnis müssen wir die Menschen vor Ort mitnehmen, in demokratischen Prozessen beteiligen und Dialogräume auf Augenhöhe schaffen, um diese Bilder einer neuen Lern- und Schulkultur, professionsübergreifend zu entwickeln. Im Nationalen Aktionsplanes Bildung für nachhaltige Entwicklung (BNE) sind diese Ziele bereits benannt und müssen von den Schulen umgesetzt werden.","Eltern, Schüler:innen, Lehrer:innen, Schulleitungen, Großeltern, außerschulische Bildungspartner, Gewerbetreibende/Ausbildungsbetriebe, Politik, Vereine... die gesamte Kommune/Umfeld einer Schule","Zivilgesellschaft, inkl. sozialer Sektor",Helga Breuninger Stiftung GmbH,Baden-Württemberg,70182,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100453,,
100342,"Wie können wir LandwirtenInnen helfen ihre Produkt-Marge durch Verarbeitung und Veredelung von Roherzeugnissen direkt am Betrieb zu erhöhen, um regenerativere oder nachhaltigere Anbaumethoden durch finanzstärkere, resilientere Geschäftsmodelle zu ermöglichen?",,"LandwirteInnen, die ihre Betriebe umstellen wollen und zusätzliche Einnahmequellen suchen",Wirtschaft,HelloSolution,Baden-Württemberg,88299,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100342,,
100655,"Wie können wir eine digitale Plattform für junge erkrankte Menschen und deren Angehörige schaffen, um sie mit anderen Betroffenen und Ehrenamtlichen für Austausch und Ablenkung zu verknüpfen und damit Einsamkeit, Langeweile und Sorge im Krankenalltag entgegenzuwirken?","Junge Menschen mit schweren oder chronischen Krankheitsverläufen sind häufig von Isolation, Einsamkeit und Langeweile betroffen. Studien zeigen, dass soziale Interaktion den mentalen Genesungsverlauf von Patient*innen unterstützt. Wie wäre es, wenn wir z.B. eine (Web)App als Plattform schaffen, um genau diese jungen Menschen und ihre Angehörigen zu erreichen und zu entlasten? Besonderheiten: es gibt unterschiedliche Nutzerrollen (Patient*innen verschiedener Altersklassen, Eltern, Geschwister, Krankenhauspersonal und Ehrenamtliche). Die Plattform darf nur von verifizierten Nutzer:innen genutzt werden, um Missbrauch zu vermeiden. Idee für Funktionen der App: Matching von Usern zur Videotelefonie, integrierte Spiele, Informationen lokalen Angeboten, Terminkoordination etc. www.herzcaspar.info","Kinder, Jugendliche, junge Erwachsene mit schweren oder chronischen Krankheitsverläufen und deren Angehörige, sowie Ehrenamtliche","Zivilgesellschaft, inkl. sozialer Sektor",HerzCaspar e.V.,,53313,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100655,,
100529,"Wie können wir alle Bevölkerungsgruppen vom digitalen Wandel profitieren lassen, ohne dass jeder ein eigenes Endgerät besitzt?","Die Abgabe von digitalen Endgeräten an Einzelpersonen ist nicht umsetzbar. Die Abgabe von Hardware an Organisationen, Vereine etc. bzw. die finanzielle Unterstützung dieser ist grundsätzlich (im Rahmen von bestehenden Einschränkungen) möglich.","Die Zielgruppe können Menschen der unterschiedlich Altersgruppe (insbesondere auch ältere Personengruppen) sein, die zum Beispiel auf Grund mangelnden Wissens oder mangelnden Einkommens keine Zugang zur digitalen Welt haben.",Verwaltung & Politik – Länder,Hessische Staatskanzlei,Hessen,65183,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100529,,
100532,"Wie können wir die Möglichkeiten der Digitalisierung nutzen, um Kindern, Jugendlichen und ihrem privaten Umfeld bei sexualisierter Gewalt Hilfestellungen zu geben und/oder das Hilfesystem zu unterstützen.","Die Herausforderung soll in Hessen implementiert werden, dies ist dann vor allem relevant, wenn die Zielgruppe institutioneller Natur ist oder weitere Strukturen und Akteure eingebunden werden sollen.","Diese Herausforderung adressiert sowohl institutionelle Akteure als auch Betroffene selbst und ihr Umfeld. Somit besteht potentiell ein großer Altersunterschied der Nutzergruppen, welcher adäquat berücksichtigt werden sollte.",Verwaltung & Politik – Länder,Hessische Staatskanzlei,Hessen,65183,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100532,,
100528,Wie können wir die Akzeptanz und v.a. Nutzung von digitalen Hilfemitteln bei älteren Mitbürgerinnen und Mitbürgern steigern?,"Optimaler Weise sollten die Lösungen in ganz Hessen zum Einsatz kommen können. Die DSGVO, wie auch andere gesetzliche Rahmenbedingungen sollten berücksichtigt werden.

Potentiell sind Lösungen besonders attraktiv, die ggf. perspektivisch auch als Digitiale Gesundheitsanwendungen oder Medizinprodukt zertifiziert werden könnten/sollen.","Die Hauptzielgruppe sind dabei Mitbürger*innen, die noch nicht in einer Pflegeeinrichtung leben. Die Zielpersonen müssen noch keinen Pflegegrad haben, können jedoch auch bereits eingestuft sein. Bei der Entwicklung der Lösungen, dürfen gerne auch Angehöri",Verwaltung & Politik – Länder,Hessische Staatskanzlei,Hessen,65183,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100528,,
100538,Wie können wir Ökosystemleistungen und Lieferketten für regenerativ hergestellte Produkte sichtbar machen?,"Es wird ein digitaler Marktplatz für Produkte aus regenerativen Quellen entwickelt. Ausgangspunkt sind 6 unterschiedliche Rohmaterialien (u.a. Leder, Wolle, Pflanzen, Wachs usw.), die Überkategorien der einzelnen Endprodukte bilden. Über ein passendes Konzept sollen Ökosystemleistungen und alle Details der Lieferketten für die Endkund:in transparent gemacht werden. Ziel ist es, einen Fragebogen zu entwickeln, der an alle künftigen Partner:innen (u.a. regenerative Landwirt:innen) geschickt wird, damit alle relevanten Informationen gebündelt über das jeweilige Produkt online abgebildet werden können.","Regenerative Landwirt:innen, biodynamische Landwirt:innen, Handwerker:innen",Wirtschaft,HIDDENLAND,Berlin,12043,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100538,,
100699,Wie können wir im Land eine Chancengleicheit mit einem System an den Hochschulen und Universitäten kreiieren?,,"Studenten, Dozenten und HS und UNIs im allgemeinen",Wissenschaft,Hochschule Heilbronn,Baden-Württemberg,74076,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100699,,
100705,"Wie können wir Politik betreiben die näher an den Bedürfnissen der Einwohner &  Bürger ausgelegt ist und die Kommunikation zwischen Einwohner & Bürgern und Politik stärkt, sodass leichter Entscheidungen getroffen werden können die auf ein bestimmtes Ziel gerichtet sind?",,Alle Einwohner & Bürger in Deutschland,Wissenschaft,Hochschule Heilbronn,Baden-Württemberg,74076,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100705,,
100533,"Wie können wir eine digitale Anlaufstelle für Landwirte und Landwirtinnen schaffen, um die verschiedensten lokalen, nationalen und europäischen Förderinstrumente aufzulisten und wie sieht ein dazu passender möglichst unbürokratischer und kostengünstiger Beratungsprozess aus?","Ziel ist es die konventionelle Landwirtschaft auf ihrem Weg zur nachhaltigen Landwirtschaft zu unterstüzten, um so möglichst viele Landwirte und Landwirtinnen für ein nachhaltiges Wirtschaften zu gewinnen.","Alle Landwirte und Landwirtinnen in Deutschland, auch Hobbylandwirte, Selbstversorger, Gemüsegärtner","Zivilgesellschaft, inkl. sozialer Sektor",Holistic Foundation,Hamburg,22179,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100533,,
100621,"Wie können wir Anreize für die Implementierung regenerativer Landwirtschaft schaffen, um Biodiversität und Klimaresilienz in der Landwirtschaft zu fördern und gleichzeitig das Bewusstein für eine gesunde und ausgewogene Ernährung stärken?",,"Landwirte und Landwirtinnen in Deutschland (ggf. Politik, Medien, Verbraucher/Öffentlichkeit)","Zivilgesellschaft, inkl. sozialer Sektor",Holistic Foundation,Hamburg,22179,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100621,,
100326,"Wie können wir es in Zukunft schaffen, dass nicht nur ein reduzierter CO2-Ausstoß positiv bewertet wird sondern auch eine aktive CO2-Minderung?",CCS-Techniken ermöglichen es CO2 direkt im Produktionsprozess oder auch aus der Umwelt zu binden und dauerhaft in verschiedenen Formen zu speichern,Betroffen sind wir alle und die Regierungen haben die Möglichkeit über positive CO2-Zertifikate die entsprechenden Hebel zu setzen.,Wirtschaft,IB Quirbach,Sachsen,2826,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100326,,
100438,"Wie können wir junge Menschen in ihrer Berufsorientierungsphase erreichen, damit sie sich weiter gezielt über die vielen Möglichkeiten für Berufs- und dualen Studiengänge in der Landesverwaltung informieren, ohne für diese Erstinformation einen persönlichen Kontakt herzustellen?","Wir haben die gleiche Herausforderung im Bankenumfeld, dafür einen Chatbot gebaut und die Candidate Experience konzeptionell durchgetaktet. Lässt sich bequem auf diese Herausforderung anpassen.","Junge Menschen in ihrer Berufsorientierungsphase; Quereinsteiger bzw. Berufserfahrene, die eine neue Herausforderung suchen",Wirtschaft,IDM - Institut für digitales Management,Bayern,96129,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100438,,
100089,"Wie können wir das Zusammenführen ähnlicher Inhalte zu gleichen Themen fördern, z.B. KMU-Website und Universitäts-Abschlussarbeiten ohne dass diese Suche von Menschen manuell durchgeführt werden muss?",eine KI-Innovationslandkarte könnte Ähnlichkeiten zwischen verschiedenen Inhalten finden und bewerten,alle Unternehmen oder öffentliche Einrichtungen,Wirtschaft,IHK Flensburg,Schleswig-Holstein,24939,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100089,,
100085,"Wie ermöglichen wir das kundenfreundliche und rechtssichere Ausfüllen vordefinierter Formulare, pdf-Dokumente , z.B. bei Ärzten, Sportvereinen, polizeiliche Anzeige, ohne dass die Nutzer dies handschriftlich erledigen müssen?",,alle Menschen in Deutschland,Wirtschaft,IHK Flensburg,Schleswig-Holstein,24939,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100085,,
100809,"Wie können Ausschreibungen und Vergabepraxis klimaneutral gemacht werden? Wie kann bei der öffentlichen Mittelverwendung darauf geachtet werden, dass Produkte und Dienstleistungen nicht unsere Zukunft gefährden, sondern CO2-neutral oder CO2-negativ sind?",,"Kommunen, alle Bürger:innen, Unternehmen","Zivilgesellschaft, inkl. sozialer Sektor",Imagine Zero,Berlin,10997,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100809,,
100810,"Wie können wir dafür sorgen, dass BürgerInnen über den Ernst der Klimakrise informiert sind? Wir sind als Zivilgesellschaft nur handlungsfähig, wenn wir das notwendige Wissen haben. Die wenigsten verstehen, wie konkret, real und groß die Gefahr ist.",,"Kommunen, alle Bürger:innen, öffentliche Verwaltung und Kommunikation","Zivilgesellschaft, inkl. sozialer Sektor",Imagine Zero,Berlin,10997,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100810,,
100807,"Wie kann soziales Klima-Engagement gestärkt werden? Viele lokale und überregionale Initiativen der Zivilgesellschaft versuchen, den Klimawandel aufzuhalten und unserer demokratischen Gesellschaft zu schützen. Wie können diese Initiativen unterstützt und bestärkt werden?","Die Erde wird sich höchstwahrscheinlich um 2.6-3.9°C erhitzen, was den langfristigen Kollaps der wichtigsten Klima- Wetter, Strömungs- und Ökosysteme bedeutet. Um die daraus entstehenden Lebensmittelunsicherheiten, Umweltkatastrophen, Pandemien, Migrationsbewegungen und Kriege zu vermeiden, müssen wir Klimabewegung und Zivilgesellschaft enorm stärken.","Alle Bürger:innen, zivilgesellschaftliche Organisationen","Zivilgesellschaft, inkl. sozialer Sektor",Imagine Zero,Berlin,10997,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100807,,
100812,"Wie können wir Klima-Aktivismus zugänglich und spaßig machen? Obwohl unsere Zukunft in Lebensgefahr ist, verbringen wir mehr Zeit mit Handyspielen, als mit Klima-Aktivismus. Muss das so sein? Können wir zivilgesellschaftliches Engagement für alle zugänglich und flexibel machen?",,"Bürger:innen, Zivilgesellschaft","Zivilgesellschaft, inkl. sozialer Sektor",Imagine Zero,Berlin,10997,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100812,,
100808,"Wie können Kommunen Vorreiter in Klimapolitik werden? Wie können Kommunen schneller klimaneutral werden? Wie können sie sich dabei gegenseitig unterstützen? Wie kann die Signalwirkung lokaler Maßnahmen verstärkt werden, um andere Kommunen zu motivieren?",,"Kommunen, alle Bürger:innen, zivilgesellschaftliche Organisationen","Zivilgesellschaft, inkl. sozialer Sektor",Imagine Zero,Berlin,10997,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100808,,
100811,"Wie schaffen wir es, dass Entscheidungsträger:innen über den Ernst der Klimakrise informiert sind? Klima und Biodiversität als größte Bedrohung unseres Zusammenlebens haben keine starke Lobby. Wie schaffen wir trotzdem eine faktenbasierten Politik?",,"Entscheider:innen, Zivilgesellschaft, Bürger:innen","Zivilgesellschaft, inkl. sozialer Sektor",Imagine Zero,Berlin,10997,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100811,,
100263,Wie können wir sexuelle Gewalt in Deutschland beenden?,"Wir erziehen unsere Gesellschaft darin, Scham über Sexualität zu haben, weshalb dieses sehr zentrale Thema (43% der Frauen in Deutschland erleben sexuelle Belästigung. 22% erleben sexuelle Gewalt - häufig von ihnen bekannten Personen/Partner/Familie) viel zu wenig besprochen wird. Sehr wenige Frauen sprechen die Thematik überhaupt an.",Frauen,"Zivilgesellschaft, inkl. sozialer Sektor",In a Woman's Body,Berlin,10245,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100263,,
100777,"Wie können wir Nachrichten und Journalismus konstruktiv gestalten, um ein realistisches Weltbild zu vermitteln und Lösungen aufzuzeigen?","Gerade jetzt in den Wintermonaten der Pandemie sind Inspiration, Mut und Hoffnung für so viele Menschen wichtiger denn je. Und doch wird immer noch zu wenig über diese Themen berichtet. 
 
Negativschlagzeilen haben nachweislich einen negativen Einfluss auf die Selbstwirksamkeit und die Wahrnehmung der Welt. Nachrichten beeinflussen also den Gesprächsstoff, die Gedanken und somit auch Handlungen der Bevölkerung. Und wie sollen wir eine bessere Zukunft gestalten, wenn wir durch die Berichterstattung ent- statt ermutigt werden?","Alle, die Medien konsumieren - von Zeitung über Tagesschau bis Digital-Abos.","Zivilgesellschaft, inkl. sozialer Sektor",Initiative #RethinkNews,Berlin,10559,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100777,,
100048,"Wie können wir die Digitalkompetenz bei Senior*innen und im Ehrenamt stärken? Wie kann es in Vereinen gelingen, den Nachwuchs über digitale Tools zu erreichen, ohne dabei ältere, ehrenamtlich Tätige zu verlieren?","60 Prozent der 75-Jährigen und älter sind offline, der Achte Altersbericht der Bundesregierung gibt Handlungsempfehlungen zum Thema ""Digitalisierung und Ältere Menschen"", um digitale Teilhabe zu ermöglichen. Aber auch viele Vereine und ehrenamtlich Tätige sind digital noch nicht ausreichend gut aufgestellt, gleichwohl ist das Bürgerschaftliche Engagement stark ausgebildet.  In Niedersachsen widmet sich seit Dezember 2020 die LINGA gemeinsam mit der Digitalagentur Niedersachsen und Partnern diesem Thema  und haben einen kurzen Leitfaden ""Digitalisierung - Online-Kompetenzen bei Senior*innen und im Ehrenamt stärken"" veröffentlicht. Getrennt betrachtet werden sollten die Gegebenheiten im städtischen Quartier und auf dem Dorf. Das Förderprogramm Digitalbonus.Niedersachsen.Vereine unterstützt.","Ältere Offliner und Vereine, die bisher keine digitalen Tools genutzt haben. Multiplikatoren/Akteure aus dem Bereich der digitalen Bildung für Ältere Menschen + Ehrenamt..",Verwaltung & Politik – Länder,Innovationszentrum Niedersachsen GmbH mit Projekt Landesinitiative Niedersachsen Generationengerechter Alltag (LINGA),Niedersachsen,30159,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100048,,
